YrSt_ID,population,population_unemp,aggravated_assault,Unemp_Yr_Avg
1980 - AK,440142,42254.0,1270,9.6
1980 - AL,3861466,343670.0,10551,8.9
1980 - AR,2284037,171303.0,4989,7.5
1980 - AZ,2715357,179214.0,10909,6.6
1980 - CA,23532680,1600222.0,102766,6.8
1980 - CO,2878407,166948.0,8899,5.8
1980 - CT,3095224,179523.0,5203,5.8
1980 - DC,635233,47007.0,3236,7.4
1980 - DE,594779,45203.0,1824,7.6
1980 - FL,9567112,583594.0,53254,6.1
1980 - GA,5400851,340254.0,16189,6.3
1980 - HI,964680,48234.0,635,5.0
1980 - IA,2907804,174468.0,3751,6.0
1980 - ID,943629,70772.0,2275,7.5
1980 - IL,11355062,919760.0,44923,8.1
1980 - IN,5461103,524266.0,10620,9.6
1980 - KS,2354783,105965.0,5599,4.5
1980 - KY,3641479,287677.0,5224,7.9
1980 - LA,4199542,289768.0,17127,6.9
1980 - MA,5728288,320784.0,19158,5.6
1980 - MD,4192211,276686.0,17194,6.6
1980 - ME,1123670,85399.0,1650,7.6
1980 - MI,9228128,1135060.0,31251,12.3
1980 - MN,4061235,235552.0,4177,5.8
1980 - MO,4901288,352893.0,14075,7.2
1980 - MT,781592,47677.0,1279,6.1
1980 - NC,5843665,373995.0,19836,6.4
1980 - ND,652437,31969.0,232,4.9
1980 - NE,1563921,60993.0,1794,3.9
1980 - NH,919114,41360.0,1085,4.5
1980 - NJ,7342164,528636.0,19313,7.2
1980 - NM,1295474,98456.0,5579,7.6
1980 - NV,800312,49619.0,2920,6.2
1980 - NY,17506690,1313002.0,60329,7.5
1980 - OH,10766808,904412.0,24997,8.4
1980 - OK,3001252,132055.0,8055,4.4
1980 - OR,2610477,221891.0,7608,8.5
1980 - PA,11824220,945938.0,18462,8.0
1980 - RI,945835,68100.0,2538,7.2
1980 - SC,3064557,205325.0,15109,6.7
1980 - SD,688217,33034.0,644,4.8
1980 - TN,4545590,336374.0,10427,7.4
1980 - TX,14169829,722661.0,39339,5.1
1980 - UT,1458729,90441.0,2796,6.2
1980 - VA,5323412,276817.0,8046,5.2
1980 - VT,511299,31701.0,555,6.2
1980 - WA,4113331,333180.0,11146,8.1
1980 - WI,4680917,337026.0,4403,7.2
1980 - WV,1930787,183425.0,2167,9.5
1980 - WY,468954,17820.0,1470,3.8
1981 - AK,412000,38728.0,1584,9.4
1981 - AL,3916000,411180.0,11985,10.5
1981 - AR,2294000,201872.0,4557,8.8
1981 - AZ,2793000,173166.0,9830,6.2
1981 - CA,24159000,1787766.0,97995,7.4
1981 - CO,2963000,171854.0,9438,5.8
1981 - CT,3132000,194184.0,5469,6.2
1981 - DC,636000,56604.0,3432,8.9
1981 - DE,598000,47242.0,1990,7.9
1981 - FL,10166000,681122.0,55407,6.7
1981 - GA,5569000,356416.0,16267,6.4
1981 - HI,979000,52866.0,584,5.4
1981 - IA,2897000,191202.0,3896,6.6
1981 - ID,959000,74802.0,2114,7.8
1981 - IL,11455000,973675.0,43108,8.5
1981 - IN,5466000,541134.0,9618,9.9
1981 - KS,2381000,102383.0,5301,4.3
1981 - KY,3661000,314846.0,5838,8.6
1981 - LA,4305000,361620.0,16325,8.4
1981 - MA,5770000,375050.0,18850,6.5
1981 - MD,4261000,311053.0,17640,7.3
1981 - ME,1132000,83768.0,1665,7.4
1981 - MI,9201000,1140924.0,30143,12.4
1981 - MN,4090000,237220.0,3937,5.8
1981 - MO,4938000,380226.0,14065,7.7
1981 - MT,792000,54648.0,1500,6.9
1981 - NC,5951000,386815.0,19285,6.5
1981 - ND,658000,31584.0,287,4.8
1981 - NE,1576000,66192.0,1374,4.2
1981 - NH,935000,48620.0,859,5.2
1981 - NJ,7401000,555075.0,18997,7.5
1981 - NM,1327000,96871.0,6266,7.3
1981 - NV,845000,60840.0,3009,7.2
1981 - NY,17594000,1337144.0,60189,7.6
1981 - OH,10776000,1012944.0,23842,9.4
1981 - OK,3098000,111528.0,8279,3.6
1981 - OR,2647000,259406.0,6669,9.8
1981 - PA,11864000,996576.0,18576,8.4
1981 - RI,952000,74256.0,2738,7.8
1981 - SC,3166000,256446.0,14992,8.1
1981 - SD,685000,34250.0,505,5.0
1981 - TN,4610000,414900.0,8920,9.0
1981 - TX,14755000,782015.0,40765,5.3
1981 - UT,1516000,100056.0,2760,6.6
1981 - VA,5426000,325560.0,8285,6.0
1981 - VT,515000,29870.0,325,5.8
1981 - WA,4212000,404352.0,11036,9.6
1981 - WI,4739000,379120.0,4749,8.0
1981 - WV,1951000,206806.0,2024,10.6
1981 - WY,492000,20172.0,1709,4.1
1982 - AK,438000,43362.0,1691,9.9
1982 - AL,3943000,555963.0,11793,14.1
1982 - AR,2291000,226809.0,4824,9.9
1982 - AZ,2860000,288860.0,8912,10.1
1982 - CA,24724000,2447676.0,94133,9.9
1982 - CO,3045000,222285.0,9229,7.3
1982 - CT,3153000,214404.0,5167,6.8
1982 - DC,631000,65624.0,3645,10.4
1982 - DE,602000,50568.0,2415,8.4
1982 - FL,10416000,874944.0,55413,8.4
1982 - GA,5639000,439842.0,15292,7.8
1982 - HI,994000,62622.0,609,6.3
1982 - IA,2905000,246925.0,3538,8.5
1982 - ID,965000,96500.0,2025,10.0
1982 - IL,11448000,1305072.0,44515,11.4
1982 - IN,5471000,656520.0,8602,12.0
1982 - KS,2408000,151704.0,5259,6.3
1982 - KY,3667000,396036.0,6893,10.8
1982 - LA,4362000,449286.0,17472,10.3
1982 - MA,5781000,445137.0,18989,7.7
1982 - MD,4265000,353995.0,18849,8.3
1982 - ME,1133000,95172.0,1326,8.4
1982 - MI,9109000,1402786.0,30034,15.4
1982 - MN,4133000,326507.0,3841,7.9
1982 - MO,4951000,455492.0,13762,9.2
1982 - MT,801000,68085.0,1386,8.5
1982 - NC,6019000,553748.0,19830,9.2
1982 - ND,670000,37520.0,258,5.6
1982 - NE,1586000,88816.0,2299,5.6
1982 - NH,951000,64668.0,690,6.8
1982 - NJ,7438000,647106.0,19664,8.7
1982 - NM,1359000,125028.0,7453,9.2
1982 - NV,881000,87219.0,2737,9.9
1982 - NY,17659000,1501015.0,59818,8.5
1982 - OH,10791000,1370457.0,23418,12.7
1982 - OK,3177000,190620.0,8361,6.0
1982 - OR,2649000,304635.0,6903,11.5
1982 - PA,11865000,1328880.0,18835,11.2
1982 - RI,958000,92926.0,2529,9.7
1982 - SC,3203000,355533.0,17550,11.1
1982 - SD,691000,38005.0,468,5.5
1982 - TN,4651000,544167.0,9310,11.7
1982 - TX,15280000,1054320.0,45278,6.9
1982 - UT,1554000,127428.0,2674,8.2
1982 - VA,5491000,406334.0,8491,7.4
1982 - VT,516000,36120.0,344,7.0
1982 - WA,4245000,509400.0,10116,12.0
1982 - WI,4765000,500325.0,4856,10.5
1982 - WV,1948000,272720.0,2031,14.0
1982 - WY,502000,31124.0,1173,6.2
1983 - AK,479000,47900.0,1923,10.0
1983 - AL,3959000,546342.0,11281,13.8
1983 - AR,2328000,230472.0,4552,9.9
1983 - AZ,2963000,260744.0,9265,8.8
1983 - CA,25174000,2467052.0,93933,9.8
1983 - CO,3139000,222869.0,9469,7.1
1983 - CT,3138000,188280.0,4715,6.0
1983 - DC,623000,69776.0,3646,11.2
1983 - DE,606000,46662.0,1793,7.7
1983 - FL,10680000,907800.0,53797,8.5
1983 - GA,5732000,441364.0,15408,7.7
1983 - HI,1023000,63426.0,891,6.2
1983 - IA,2905000,235305.0,3637,8.1
1983 - ID,989000,89010.0,1875,9.0
1983 - IL,11486000,1355348.0,42273,11.8
1983 - IN,5479000,613648.0,8278,11.2
1983 - KS,2425000,143075.0,5117,5.9
1983 - KY,3714000,423396.0,7550,11.4
1983 - LA,4438000,510370.0,17612,11.5
1983 - MA,5767000,392156.0,19543,6.8
1983 - MD,4304000,301280.0,18007,7.0
1983 - ME,1146000,95118.0,1301,8.3
1983 - MI,9069000,1305936.0,33125,14.4
1983 - MN,4144000,331520.0,3615,8.0
1983 - MO,4970000,492030.0,13639,9.9
1983 - MT,817000,70262.0,1353,8.6
1983 - NC,6082000,547380.0,18249,9.0
1983 - ND,680000,38760.0,213,5.7
1983 - NE,1597000,89432.0,2300,5.6
1983 - NH,959000,52745.0,763,5.5
1983 - NJ,7468000,597440.0,18553,8.0
1983 - NM,1399000,135703.0,7218,9.7
1983 - NV,891000,85536.0,2530,9.6
1983 - NY,17667000,1537029.0,59452,8.7
1983 - OH,10746000,1332504.0,21640,12.4
1983 - OK,3298000,277032.0,8223,8.4
1983 - OR,2662000,287496.0,7266,10.8
1983 - PA,11895000,1367925.0,17249,11.5
1983 - RI,955000,79265.0,2128,8.3
1983 - SC,3264000,323136.0,15243,9.9
1983 - SD,700000,36400.0,595,5.2
1983 - TN,4685000,543460.0,8650,11.6
1983 - TX,15724000,1242196.0,42205,7.9
1983 - UT,1619000,140853.0,2644,8.7
1983 - VA,5550000,355200.0,8347,6.4
1983 - VT,525000,33600.0,317,6.4
1983 - WA,4300000,477300.0,9318,11.1
1983 - WI,4751000,489353.0,4663,10.3
1983 - WV,1965000,349770.0,2147,17.8
1983 - WY,514000,41634.0,926,8.1
1984 - AK,500000,49500.0,2045,9.9
1984 - AL,3990000,438900.0,11995,11.0
1984 - AR,2349000,204363.0,5089,8.7
1984 - AZ,3053000,158756.0,10199,5.2
1984 - CA,25622000,1998516.0,97246,7.8
1984 - CO,3178000,171612.0,9503,5.4
1984 - CT,3154000,148238.0,5532,4.7
1984 - DC,623000,57316.0,4097,9.2
1984 - DE,613000,38619.0,1635,6.3
1984 - FL,10976000,702464.0,58125,6.4
1984 - GA,5837000,356057.0,16619,6.1
1984 - HI,1039000,59223.0,857,5.7
1984 - IA,2910000,203700.0,4233,7.0
1984 - ID,1001000,73073.0,1890,7.3
1984 - IL,11511000,1035990.0,43849,9.0
1984 - IN,5498000,472828.0,9671,8.6
1984 - KS,2438000,119462.0,5644,4.9
1984 - KY,3723000,346239.0,6641,9.3
1984 - LA,4462000,450662.0,19311,10.1
1984 - MA,5798000,278304.0,18402,4.8
1984 - MD,4349000,234846.0,19364,5.4
1984 - ME,1156000,71672.0,1352,6.2
1984 - MI,9075000,1016400.0,34388,11.2
1984 - MN,4162000,262206.0,4717,6.3
1984 - MO,5008000,360576.0,14335,7.2
1984 - MT,824000,62624.0,1526,7.6
1984 - NC,6165000,413055.0,18404,6.7
1984 - ND,686000,36358.0,217,5.3
1984 - NE,1606000,72270.0,2499,4.5
1984 - NH,977000,42011.0,869,4.3
1984 - NJ,7515000,465930.0,18593,6.2
1984 - NM,1424000,111072.0,7029,7.8
1984 - NV,911000,71969.0,2533,7.9
1984 - NY,17735000,1276920.0,64872,7.2
1984 - OH,10752000,1021440.0,21489,9.5
1984 - OK,3298000,234158.0,8197,7.1
1984 - OR,2674000,251356.0,7696,9.4
1984 - PA,11901000,1082991.0,17196,9.1
1984 - RI,962000,52910.0,1891,5.5
1984 - SC,3300000,227700.0,15565,6.9
1984 - SD,706000,31064.0,733,4.4
1984 - TN,4717000,405662.0,10862,8.6
1984 - TX,15989000,975329.0,42761,6.1
1984 - UT,1652000,107380.0,2694,6.5
1984 - VA,5636000,287436.0,8958,5.1
1984 - VT,530000,27030.0,530,5.1
1984 - WA,4349000,404457.0,10051,9.3
1984 - WI,4766000,352684.0,5293,7.4
1984 - WV,1952000,288896.0,2148,14.8
1984 - WY,511000,32193.0,995,6.3
1985 - AK,521000,50537.0,2094,9.7
1985 - AL,4021000,369932.0,12686,9.2
1985 - AR,2359000,205233.0,5709,8.7
1985 - AZ,3187000,200781.0,12820,6.3
1985 - CA,26365000,1898280.0,101185,7.2
1985 - CO,3231000,197091.0,9697,6.1
1985 - CT,3174000,149178.0,5843,4.7
1985 - DC,626000,50706.0,4457,8.1
1985 - DE,622000,32344.0,1596,5.2
1985 - FL,11366000,681960.0,64165,6.0
1985 - GA,5976000,382464.0,17292,6.4
1985 - HI,1054000,56916.0,912,5.4
1985 - IA,2884000,216300.0,4501,7.5
1985 - ID,1005000,79395.0,1877,7.9
1985 - IL,11535000,1049685.0,43872,9.1
1985 - IN,5499000,428922.0,10312,7.8
1985 - KS,2450000,124950.0,5947,5.1
1985 - KY,3726000,342792.0,7501,9.2
1985 - LA,4481000,519796.0,20313,11.6
1985 - MA,5822000,232880.0,18424,4.0
1985 - MD,4392000,202032.0,21335,4.6
1985 - ME,1164000,64020.0,1471,5.5
1985 - MI,9088000,908800.0,32984,10.0
1985 - MN,4193000,251580.0,5823,6.0
1985 - MO,5029000,326885.0,16019,6.5
1985 - MT,826000,63602.0,1342,7.7
1985 - NC,6255000,350280.0,19426,5.6
1985 - ND,685000,39045.0,221,5.7
1985 - NE,1606000,83512.0,2619,5.2
1985 - NH,998000,36926.0,927,3.7
1985 - NJ,7562000,423472.0,19059,5.6
1985 - NM,1450000,120350.0,7324,8.3
1985 - NV,936000,72072.0,3011,7.7
1985 - NY,17783000,1173678.0,68270,6.6
1985 - OH,10744000,956216.0,22179,8.9
1985 - OK,3301000,237672.0,8898,7.2
1985 - OR,2687000,236456.0,8333,8.8
1985 - PA,11853000,948240.0,18375,8.0
1985 - RI,968000,45496.0,1945,4.7
1985 - SC,3347000,230943.0,16289,6.9
1985 - SD,708000,34692.0,665,4.9
1985 - TN,4762000,380960.0,11522,8.0
1985 - TX,16370000,1145900.0,47854,7.0
1985 - UT,1645000,98700.0,3059,6.0
1985 - VA,5706000,313830.0,9137,5.5
1985 - VT,535000,25680.0,557,4.8
1985 - WA,4409000,370356.0,10285,8.4
1985 - WI,4775000,343800.0,5519,7.2
1985 - WV,1936000,253616.0,2054,13.1
1985 - WY,509000,35121.0,1069,6.9
1986 - AK,534000,58740.0,2142,11.0
1986 - AL,4053000,393141.0,16534,9.7
1986 - AR,2372000,203992.0,6598,8.6
1986 - AZ,3317000,228873.0,14489,6.9
1986 - CA,26981000,1807727.0,140701,6.7
1986 - CO,3267000,245025.0,10762,7.5
1986 - CT,3189000,124371.0,6541,3.9
1986 - DC,626000,46950.0,4181,7.5
1986 - DE,633000,27219.0,1526,4.3
1986 - FL,11675000,677150.0,70668,5.8
1986 - GA,6104000,366240.0,19449,6.0
1986 - HI,1062000,50976.0,1095,4.8
1986 - IA,2851000,193868.0,5099,6.8
1986 - ID,1003000,85255.0,1785,8.5
1986 - IL,11533000,957239.0,50083,8.3
1986 - IN,5504000,379776.0,10230,6.9
1986 - KS,2461000,130433.0,6200,5.3
1986 - KY,3728000,350432.0,8283,9.4
1986 - LA,4501000,576128.0,21676,12.8
1986 - MA,5832000,227448.0,19298,3.9
1986 - MD,4463000,205298.0,21263,4.6
1986 - ME,1174000,62222.0,1201,5.3
1986 - MI,9145000,804760.0,38768,8.8
1986 - MN,4214000,231770.0,6249,5.5
1986 - MO,5066000,314092.0,18742,6.2
1986 - MT,819000,64701.0,963,7.9
1986 - NC,6331000,335543.0,22389,5.3
1986 - ND,679000,40061.0,215,5.9
1986 - NE,1598000,79900.0,2936,5.0
1986 - NH,1027000,28756.0,947,2.8
1986 - NJ,7620000,381000.0,20220,5.0
1986 - NM,1479000,137547.0,7952,9.3
1986 - NV,963000,59706.0,3414,6.2
1986 - NY,17772000,1101864.0,76528,6.2
1986 - OH,10752000,892416.0,25231,8.3
1986 - OK,3305000,271010.0,9431,8.2
1986 - OR,2698000,218538.0,7718,8.1
1986 - PA,11889000,820341.0,20901,6.9
1986 - RI,975000,39975.0,1871,4.1
1986 - SC,3378000,216192.0,17742,6.4
1986 - SD,708000,32568.0,615,4.6
1986 - TN,4803000,379437.0,13184,7.9
1986 - TX,16682000,1468016.0,59039,8.8
1986 - UT,1665000,101565.0,2991,6.1
1986 - VA,5787000,289350.0,9646,5.0
1986 - VT,541000,23263.0,558,4.3
1986 - WA,4463000,361503.0,10869,8.1
1986 - WI,4785000,334950.0,7746,7.0
1986 - WV,1919000,226442.0,1893,11.8
1986 - WY,507000,45123.0,1234,8.9
1987 - AK,525000,54075.0,1613,10.3
1987 - AL,4083000,330723.0,16735,8.1
1987 - AR,2388000,193428.0,6988,8.1
1987 - AZ,3386000,220090.0,14406,6.5
1987 - CA,27663000,1604454.0,155569,5.8
1987 - CO,3296000,250496.0,9958,7.6
1987 - CT,3211000,109174.0,6779,3.4
1987 - DC,622000,39186.0,5084,6.3
1987 - DE,644000,19964.0,1511,3.1
1987 - FL,12023000,637219.0,72896,5.3
1987 - GA,6222000,354654.0,19438,5.7
1987 - HI,1083000,41154.0,1345,3.8
1987 - IA,2834000,155870.0,5132,5.5
1987 - ID,998000,75848.0,1690,7.6
1987 - IL,11582000,868650.0,50400,7.5
1987 - IN,5531000,342922.0,11352,6.2
1987 - KS,2476000,121324.0,5982,4.9
1987 - KY,3727000,316795.0,8167,8.5
1987 - LA,4461000,539781.0,20833,12.1
1987 - MA,5855000,187360.0,20640,3.2
1987 - MD,4535000,199540.0,19425,4.4
1987 - ME,1187000,52228.0,1286,4.4
1987 - MI,9200000,763600.0,39022,8.3
1987 - MN,4246000,216546.0,6213,5.1
1987 - MO,5103000,321489.0,17520,6.3
1987 - MT,809000,60675.0,834,7.5
1987 - NC,6413000,288585.0,22634,4.5
1987 - ND,672000,33600.0,258,5.0
1987 - NE,1594000,70136.0,2853,4.4
1987 - NH,1057000,24311.0,988,2.3
1987 - NJ,7672000,314552.0,20735,4.1
1987 - NM,1500000,130500.0,7004,8.7
1987 - NV,1007000,61427.0,3555,6.1
1987 - NY,17825000,873425.0,82417,4.9
1987 - OH,10784000,765664.0,23990,7.1
1987 - OK,3272000,238856.0,8664,7.3
1987 - OR,2724000,171612.0,7959,6.3
1987 - PA,11936000,680352.0,23074,5.7
1987 - RI,986000,35496.0,2209,3.6
1987 - SC,3425000,188375.0,17495,5.5
1987 - SD,709000,29778.0,603,4.2
1987 - TN,4855000,320430.0,13914,6.6
1987 - TX,16789000,1410276.0,57881,8.4
1987 - UT,1680000,104160.0,2554,6.2
1987 - VA,5904000,253872.0,9196,4.3
1987 - VT,548000,19728.0,518,3.6
1987 - WA,4538000,335812.0,10902,7.4
1987 - WI,4807000,283613.0,7700,5.9
1987 - WV,1897000,204876.0,1493,10.8
1987 - WY,490000,39690.0,1125,8.1
1988 - AK,513000,45144.0,1983,8.8
1988 - AL,4127000,297144.0,16556,7.2
1988 - AR,2422000,184072.0,7209,7.6
1988 - AZ,3466000,221824.0,14758,6.4
1988 - CA,28168000,1492904.0,161055,5.3
1988 - CO,3290000,213850.0,10842,6.5
1988 - CT,3241000,93989.0,7656,2.9
1988 - DC,620000,31000.0,5690,5.0
1988 - DE,660000,21120.0,1672,3.2
1988 - FL,12377000,631227.0,80857,5.1
1988 - GA,6401000,364857.0,23278,5.7
1988 - HI,1093000,34976.0,1492,3.2
1988 - IA,2834000,127530.0,5654,4.5
1988 - ID,999000,59940.0,1928,6.0
1988 - IL,11544000,773448.0,52020,6.7
1988 - IN,5575000,295475.0,14135,5.3
1988 - KS,2487000,111915.0,6083,4.5
1988 - KY,3721000,282796.0,8456,7.6
1988 - LA,4420000,477360.0,20259,10.8
1988 - MA,5871000,193743.0,23940,3.3
1988 - MD,4644000,199692.0,21302,4.3
1988 - ME,1206000,43416.0,1326,3.6
1988 - MI,9300000,697500.0,39085,7.5
1988 - MN,4306000,185158.0,6950,4.3
1988 - MO,5139000,292923.0,17837,5.7
1988 - MT,804000,53064.0,651,6.6
1988 - NC,6526000,234936.0,23325,3.6
1988 - ND,663000,31161.0,252,4.7
1988 - NE,1601000,57636.0,3033,3.6
1988 - NH,1097000,26328.0,1090,2.4
1988 - NJ,7720000,293360.0,23055,3.8
1988 - NM,1510000,113250.0,7628,7.5
1988 - NV,1060000,55120.0,4295,5.2
1988 - NY,17898000,769614.0,91239,4.3
1988 - OH,10872000,663192.0,26381,6.1
1988 - OK,3263000,208832.0,9279,6.4
1988 - OR,2741000,158978.0,8420,5.8
1988 - PA,12027000,613377.0,23275,5.1
1988 - RI,995000,30845.0,2457,3.1
1988 - SC,3493000,164171.0,19714,4.7
1988 - SD,715000,29315.0,512,4.1
1988 - TN,4919000,285302.0,15006,5.8
1988 - TX,16780000,1241720.0,60057,7.4
1988 - UT,1691000,84550.0,2749,5.0
1988 - VA,5996000,233844.0,9102,3.9
1988 - VT,556000,16680.0,563,3.0
1988 - WA,4619000,290997.0,11930,6.3
1988 - WI,4858000,213752.0,6047,4.4
1988 - WV,1884000,186516.0,1386,9.9
1988 - WY,471000,30615.0,1283,6.5
1989 - AK,527000,36890.0,1946,7.0
1989 - AL,4118000,288260.0,17117,7.0
1989 - AR,2406000,168420.0,7610,7.0
1989 - AZ,3556000,188468.0,14853,5.3
1989 - CA,29063000,1482213.0,172581,5.1
1989 - CO,3317000,189069.0,11304,5.7
1989 - CT,3239000,123082.0,8538,3.8
1989 - DC,604000,29596.0,5775,4.9
1989 - DE,673000,23555.0,2208,3.5
1989 - FL,12671000,709576.0,81683,5.6
1989 - GA,6436000,353980.0,25937,5.5
1989 - HI,1112000,27800.0,1530,2.5
1989 - IA,2840000,119280.0,5942,4.2
1989 - ID,1014000,53742.0,2168,5.3
1989 - IL,11658000,699480.0,54261,6.0
1989 - IN,5593000,268464.0,14907,4.8
1989 - KS,2513000,105546.0,6510,4.2
1989 - KY,3727000,238528.0,9256,6.4
1989 - LA,4382000,350560.0,21532,8.0
1989 - MA,5913000,242433.0,25797,4.1
1989 - MD,4694000,178372.0,22236,3.8
1989 - ME,1222000,48880.0,1115,4.0
1989 - MI,9273000,658383.0,37527,7.1
1989 - MN,4353000,187179.0,6947,4.3
1989 - MO,5159000,283745.0,20578,5.5
1989 - MT,806000,46748.0,630,5.8
1989 - NC,6571000,229985.0,24584,3.5
1989 - ND,660000,28380.0,274,4.3
1989 - NE,1611000,46719.0,3245,2.9
1989 - NH,1107000,38745.0,1238,3.5
1989 - NJ,7736000,317176.0,23129,4.1
1989 - NM,1528000,102376.0,8314,6.7
1989 - NV,1111000,52217.0,3410,4.7
1989 - NY,17950000,897500.0,91571,5.0
1989 - OH,10907000,610792.0,26950,5.6
1989 - OK,3224000,183768.0,10358,5.7
1989 - OR,2820000,152280.0,8895,5.4
1989 - PA,12040000,565880.0,23845,4.7
1989 - RI,998000,40918.0,2335,4.1
1989 - SC,3512000,161552.0,22050,4.6
1989 - SD,715000,28600.0,647,4.0
1989 - TN,4940000,251940.0,16505,5.1
1989 - TX,16991000,1138397.0,63996,6.7
