YrSt_ID,population,robbery,Unemp_Yr_Avg
2006 - CA,36457549,71142,4.9
2006 - CO,4753377,3824,4.3
2006 - CT,3504809,4460,4.3
2006 - DC,581530,3829,5.8
2006 - DE,853476,1791,3.6
2006 - FL,18089888,34147,3.2
2006 - GA,9363941,15511,4.7
2006 - HI,1285498,1144,2.6
2006 - IA,2982085,1309,3.7
2006 - ID,1466465,294,3.5
2006 - IL,12831970,23782,4.5
2006 - IN,6313520,7175,5.0
2006 - KS,2764075,1878,4.4
2006 - KY,4206074,3850,5.7
2006 - LA,4287768,5928,4.5
2006 - MA,6437193,8080,4.9
2006 - MD,5615727,14376,3.9
2006 - ME,1321574,383,4.6
2006 - MI,10095643,14229,7.0
2006 - MN,5167101,5441,4.0
2006 - MO,5842713,7597,4.9
2006 - MS,2910540,3259,6.5
2006 - MT,944632,233,3.5
2006 - NC,8856505,13468,4.8
2006 - ND,635867,75,3.2
2006 - NE,1768331,1136,3.1
2006 - NH,1314895,435,3.4
2006 - NJ,8724560,13360,4.7
2006 - NM,1954599,2095,4.2
2006 - NV,2495529,7038,4.1
2006 - NY,19306183,34459,4.5
2006 - OH,11478006,19418,5.4
2006 - OK,3579212,3145,4.0
2006 - OR,3700758,2711,5.3
2006 - PA,12440621,21095,4.6
2006 - RI,1067610,740,4.9
2006 - SC,4321249,5902,6.4
2006 - SD,781919,158,3.1
2006 - TN,6038803,11143,5.2
2006 - TX,23507783,37256,4.9
2006 - UT,2550063,1242,3.0
2006 - VA,7642884,7779,3.1
2006 - VT,623908,114,3.7
2006 - WA,6395798,6424,5.0
2006 - WI,5556506,5564,4.7
2006 - WV,1818470,853,4.9
2006 - WY,515004,72,3.2
2007 - AK,683478,581,6.3
2007 - AL,4627851,7398,4.0
2007 - AR,2834797,3105,5.3
2007 - AZ,6338755,9764,3.9
2007 - CA,36553215,70706,5.4
2007 - CO,4861515,3461,3.7
2007 - CT,3502309,4303,4.5
2007 - DC,588292,4265,5.5
2007 - DE,864764,1763,3.4
2007 - FL,18251243,38155,4.0
2007 - GA,9544750,17291,4.5
2007 - HI,1283388,1122,2.8
2007 - IA,2988046,1328,3.7
2007 - ID,1499402,243,3.1
2007 - IL,12852548,23100,5.0
2007 - IN,6345289,7845,4.6
2007 - KS,2775997,2022,4.3
2007 - KY,4241474,4068,5.4
2007 - LA,4293204,6316,4.3
2007 - MA,6449755,7021,4.6
2007 - MD,5618344,13258,3.4
2007 - ME,1317207,349,4.7
2007 - MI,10071822,13365,7.0
2007 - MN,5197621,4770,4.6
2007 - MO,5878415,7728,5.1
2007 - MS,2918785,2896,6.1
2007 - MT,957861,233,3.6
2007 - NC,9061032,13534,4.7
2007 - ND,639715,75,3.1
2007 - NE,1774571,1115,3.0
2007 - NH,1315828,451,3.5
2007 - NJ,8685920,12567,4.3
2007 - NM,1969915,2323,3.8
2007 - NV,2565382,6938,4.5
2007 - NY,19297729,31085,4.6
2007 - OH,11466917,18351,5.6
2007 - OK,3617316,3392,4.1
2007 - OR,3747455,2864,5.2
2007 - PA,12432792,19440,4.4
2007 - RI,1057832,760,5.2
2007 - SC,4407709,6354,5.7
2007 - SD,796214,118,2.8
2007 - TN,6156719,11033,4.7
2007 - TX,23904380,38778,4.3
2007 - UT,2645330,1425,2.6
2007 - VA,7712091,7696,3.0
2007 - VT,621254,79,4.0
2007 - WA,6468424,6079,4.7
2007 - WI,5601640,5480,4.9
2007 - WV,1812035,847,4.6
2007 - WY,522830,84,2.8
2008 - AK,686293,645,6.7
2008 - AL,4661900,7346,5.7
2008 - AR,2855390,2777,5.5
2008 - AZ,6500180,9809,6.1
2008 - CA,36756666,69388,7.3
2008 - CO,4939456,3404,4.8
2008 - CT,3501252,4043,5.7
2008 - DC,591833,4430,6.5
2008 - DE,873092,1847,4.9
2008 - FL,18328340,36268,6.3
2008 - GA,9685744,17808,6.2
2008 - HI,1288198,1085,4.3
2008 - IA,3002555,1249,4.2
2008 - ID,1523816,239,5.1
2008 - IL,12901563,24054,6.3
2008 - IN,6376792,7580,5.9
2008 - KS,2802134,1681,4.6
2008 - KY,4269245,4080,6.4
2008 - LA,4410796,6241,4.9
2008 - MA,6497967,7077,5.5
2008 - MD,5633597,13203,4.2
2008 - ME,1316456,333,5.5
2008 - MI,10003422,13246,8.0
2008 - MN,5220393,4179,5.4
2008 - MO,5911605,7395,6.1
2008 - MS,2938618,3079,6.6
2008 - MT,967440,204,5.1
2008 - NC,9222414,14323,6.1
2008 - ND,641481,73,3.2
2008 - NE,1783432,1297,3.3
2008 - NH,1315809,421,3.9
2008 - NJ,8682661,12701,5.3
2008 - NM,1984356,2151,4.5
2008 - NV,2600167,6486,6.7
2008 - NY,19490297,31787,5.4
2008 - OH,11485910,18706,6.4
2008 - OK,3642361,3698,3.7
2008 - OR,3790060,2656,6.5
2008 - PA,12448279,18873,5.3
2008 - RI,1050788,880,7.8
2008 - SC,4479800,6595,6.8
2008 - SD,804194,134,3.1
2008 - TN,6214888,10804,6.6
2008 - TX,24326974,37739,4.8
2008 - UT,2736424,1421,3.6
2008 - VA,7769089,7470,3.9
2008 - VT,621270,93,4.7
2008 - WA,6549224,6419,5.4
2008 - WI,5627967,5163,4.9
2008 - WV,1814468,896,4.4
2008 - WY,532668,87,3.1
2009 - AK,698473,654,7.7
2009 - AL,4708708,6265,11.0
2009 - AR,2889450,2576,7.9
2009 - AZ,6595778,8199,9.9
2009 - CA,36961664,64093,11.1
2009 - CO,5024748,3371,7.3
2009 - CT,3518288,4001,7.9
2009 - DC,599657,4404,9.3
2009 - DE,885122,1680,8.3
2009 - FL,18537969,30911,10.4
2009 - GA,9829211,14631,9.9
2009 - HI,1295178,1030,7.2
2009 - IA,3007856,1201,6.4
2009 - ID,1545801,254,8.8
2009 - IL,12910409,22923,10.2
2009 - IN,6423113,7347,10.3
2009 - KS,2818747,1786,6.9
2009 - KY,4314113,3642,10.4
2009 - LA,4492076,6150,6.8
2009 - MA,6593587,7467,8.1
2009 - MD,5699478,12007,7.0
2009 - ME,1318301,399,8.1
2009 - MI,9969727,12427,13.7
2009 - MN,5266214,3619,7.8
2009 - MO,5987580,7437,9.3
2009 - MS,2951996,2969,9.5
2009 - MT,974989,228,6.8
2009 - NC,9380884,11825,10.6
2009 - ND,646844,107,4.1
2009 - NE,1796619,1220,4.6
2009 - NH,1324575,454,6.2
2009 - NJ,8707739,11639,9.1
2009 - NM,2009671,1932,7.5
2009 - NV,2643085,6028,11.3
2009 - NY,19541453,28141,8.3
2009 - OH,11542645,17670,10.3
2009 - OK,3687050,3358,6.4
2009 - OR,3825657,2499,11.3
2009 - PA,12604767,17504,8.1
2009 - RI,1053209,785,11.0
2009 - SC,4561242,5753,11.3
2009 - SD,812383,117,4.9
2009 - TN,6296254,9653,10.5
2009 - TX,24782302,38022,7.6
2009 - UT,2784572,1304,7.3
2009 - VA,7882590,6342,6.7
2009 - VT,621760,111,6.6
2009 - WA,6664195,6711,9.1
2009 - WI,5654774,4904,8.6
2009 - WV,1819777,914,7.7
2009 - WY,544270,78,6.3
2010 - AK,714146,594,7.9
2010 - AL,4785401,4864,10.5
2010 - AR,2921588,2369,8.2
2010 - AZ,6413158,6953,10.4
2010 - CA,37338198,58116,12.2
2010 - CO,5047692,3164,8.7
2010 - CT,3575498,3553,9.1
2010 - DC,604912,4325,9.4
2010 - DE,899792,1839,8.4
2010 - FL,18838613,26086,11.0
2010 - GA,9712157,12372,10.6
2010 - HI,1363359,1065,6.9
2010 - IA,3050202,1012,6.0
2010 - ID,1571102,213,9.0
2010 - IL,12841980,20386,10.4
2010 - IN,6490622,6559,10.4
2010 - KS,2859143,1538,7.1
2010 - KY,4347223,3748,10.2
2010 - LA,4545343,5297,8.0
2010 - MA,6555466,6897,8.3
2010 - MD,5785681,11054,7.6
2010 - ME,1327379,412,8.2
2010 - MI,9877143,11522,12.6
2010 - MN,5310658,3388,7.4
2010 - MO,5995715,6185,9.6
2010 - MS,2970072,2777,10.4
2010 - MT,990958,154,7.3
2010 - NC,9560234,9620,10.9
2010 - ND,674629,90,3.8
2010 - NE,1830141,1020,4.6
2010 - NH,1316807,450,5.8
2010 - NJ,8799593,11818,9.5
2010 - NM,2065913,1616,8.1
2010 - NV,2704283,5298,13.5
2010 - NY,19395206,28630,8.6
2010 - OH,11537968,16486,10.3
2010 - OK,3760184,3345,6.8
2010 - OR,3838332,2421,10.7
2010 - PA,12717722,16375,8.5
2010 - RI,1052528,782,11.2
2010 - SC,4637106,5017,11.2
2010 - SD,816598,154,5.0
2010 - TN,6357436,8361,9.7
2010 - TX,25253466,32843,8.2
2010 - UT,2775479,1269,7.8
2010 - VA,8023953,5678,7.2
2010 - VT,625909,76,6.1
2010 - WA,6742950,5929,10.0
2010 - WI,5691659,4516,8.7
2010 - WV,1854368,776,8.6
2010 - WY,564554,77,6.5
2011 - AK,723860,576,7.6
2011 - AL,4803689,4906,9.6
2011 - AR,2938582,2357,8.3
2011 - AZ,6467315,7145,9.5
2011 - CA,37683933,54291,11.7
2011 - CO,5116302,3299,8.4
2011 - CT,3586717,3689,8.8
2011 - DC,619020,4094,10.2
2011 - DE,908137,1558,7.5
2011 - FL,19082262,25622,10.0
2011 - GA,9812460,12266,10.2
2011 - HI,1378129,994,6.8
2011 - IA,3064097,824,5.6
2011 - ID,1583744,188,8.3
2011 - IL,12859752,20217,9.7
2011 - IN,6516353,6977,9.1
2011 - KS,2870386,1448,6.5
2011 - KY,4366814,3705,9.4
2011 - LA,4574766,5235,7.8
2011 - MA,6607003,6768,7.3
2011 - MD,5839572,10342,7.3
2011 - ME,1328544,370,7.9
2011 - MI,9876801,10263,10.4
2011 - MN,5347299,3385,6.5
2011 - MO,6008984,6275,8.5
2011 - MS,2977457,2496,10.0
2011 - MT,997667,171,7.0
2011 - NC,9651103,9448,10.3
2011 - ND,684740,91,3.5
2011 - NE,1842234,993,4.4
2011 - NH,1317807,509,5.4
2011 - NJ,8834773,12209,9.4
2011 - NM,2078674,1720,7.5
2011 - NV,2720028,4308,13.0
2011 - NY,19501616,28405,8.3
2011 - OH,11541007,15991,8.9
2011 - OK,3784163,3288,5.9
2011 - OR,3868229,2237,9.5
2011 - PA,12743948,16165,7.9
2011 - RI,1050646,744,11.0
2011 - SC,4673348,4631,10.6
2011 - SD,823593,167,4.7
2011 - TN,6399787,8082,9.0
2011 - TX,25631778,28620,7.8
2011 - UT,2814347,1079,6.7
2011 - VA,8104384,5425,6.6
2011 - VT,626592,99,5.5
2011 - WA,6823267,5627,9.3
2011 - WI,5709843,4600,7.8
2011 - WV,1854908,802,8.1
2011 - WY,567356,71,5.8
2012 - AK,730307,630,7.1
2012 - AL,4817528,5020,7.9
2012 - AR,2949828,2310,7.6
2012 - AZ,6551149,7383,8.4
2012 - CA,37999878,56521,10.4
2012 - CO,5189458,3392,7.9
2012 - CT,3591765,3709,8.3
2012 - DC,633427,4037,9.1
2012 - DE,917053,1498,7.2
2012 - FL,19320749,23889,8.5
2012 - GA,9915646,12502,9.2
2012 - HI,1390090,1125,6.0
2012 - IA,3075039,962,5.1
2012 - ID,1595590,243,7.2
2012 - IL,12868192,19480,9.0
2012 - IN,6537782,6601,8.3
2012 - KS,2885398,1493,5.7
2012 - KY,4379730,3547,8.2
2012 - LA,4602134,5458,7.1
2012 - MA,6645303,6555,6.7
2012 - MD,5884868,10173,7.0
2012 - ME,1328501,420,7.5
2012 - MI,9882519,10423,9.1
2012 - MN,5379646,3475,5.6
2012 - MO,6024522,5782,7.0
2012 - MS,2986450,2277,9.0
2012 - MT,1005494,202,6.0
2012 - NC,9748364,9392,9.3
2012 - ND,701345,127,3.1
2012 - NE,1855350,1128,4.0
2012 - NH,1321617,471,5.5
2012 - NJ,8867749,11385,9.3
2012 - NM,2083540,1847,7.1
2012 - NV,2754354,4918,11.2
2012 - NY,19576125,28633,8.5
2012 - OH,11553031,15396,7.4
2012 - OK,3815780,3248,5.2
2012 - OR,3899801,2419,8.8
2012 - PA,12764475,15735,7.8
2012 - RI,1050304,715,10.4
2012 - SC,4723417,4511,9.2
2012 - SD,834047,157,4.3
2012 - TN,6454914,8151,7.8
2012 - TX,26060796,30385,6.7
2012 - UT,2854871,1105,5.4
2012 - VA,8186628,4718,6.0
2012 - VT,625953,114,5.0
2012 - WA,6895318,5801,8.1
2012 - WI,5724554,4692,7.0
2012 - WV,1856680,835,7.5
2012 - WY,576626,61,5.3
2013 - AK,737259,623,7.0
2013 - AL,4833996,4645,7.2
2013 - AR,2958765,2261,7.3
2013 - AZ,6634997,6656,7.8
2013 - CA,38431393,53640,8.9
2013 - CO,5272086,3136,6.9
2013 - CT,3599341,3551,7.8
2013 - DC,649111,4082,8.5
2013 - DE,925240,1233,6.7
2013 - FL,19600311,23200,7.2
2013 - GA,9994759,12704,8.2
2013 - HI,1408987,934,4.9
2013 - IA,3092341,937,4.8
2013 - ID,1612843,220,6.1
2013 - IL,12890552,17733,9.0
2013 - IN,6570713,7114,7.7
2013 - KS,2895801,1339,5.3
2013 - KY,4399583,3247,8.0
2013 - LA,4629284,5539,6.7
2013 - MA,6708874,6705,6.7
2013 - MD,5938737,10048,6.6
2013 - ME,1328702,335,6.7
2013 - MI,9898193,10093,8.8
2013 - MN,5422060,3674,5.0
2013 - MO,6044917,5486,6.7
2013 - MS,2992206,2413,8.6
2013 - MT,1014864,217,5.4
2013 - NC,9848917,9275,8.0
2013 - ND,723857,161,2.9
2013 - NE,1868969,1035,3.8
2013 - NH,1322616,645,5.1
2013 - NJ,8911502,12084,8.2
2013 - NM,2086895,1832,6.9
2013 - NV,2791494,5183,9.6
2013 - NY,19695680,27241,7.7
2013 - OH,11572005,14483,7.5
2013 - OK,3853118,3023,5.3
2013 - OR,3928068,2394,7.9
2013 - PA,12781296,14739,7.4
2013 - RI,1053354,683,9.3
2013 - SC,4771929,3965,7.6
2013 - SD,845510,156,3.8
2013 - TN,6497269,7333,7.8
2013 - TX,26505637,31810,6.3
2013 - UT,2902787,1247,4.6
2013 - VA,8270345,4574,5.7
2013 - VT,626855,75,4.4
2013 - WA,6973742,5829,7.0
2013 - WI,5742953,4834,6.7
2013 - WV,1853595,653,6.8
2013 - WY,583223,74,4.7
2014 - AK,737046,629,6.9
2014 - AL,4846411,4702,6.8
2014 - AR,2966835,2037,6.0
2014 - AZ,6728783,6225,6.8
2014 - CA,38792291,48681,7.5
2014 - CO,5355588,3037,5.0
2014 - CT,3594762,3172,6.6
2014 - DC,659836,3497,7.8
2014 - DE,935968,1271,5.7
2014 - FL,19905569,21621,6.3
2014 - GA,10097132,12786,7.1
2014 - HI,1420257,952,4.4
2014 - IA,3109481,1047,4.2
2014 - ID,1634806,203,4.8
2014 - IL,12882189,15271,7.1
2014 - IN,6597880,6894,6.0
2014 - KS,2902507,1361,4.5
2014 - KY,4412617,3343,6.5
2014 - LA,4648990,5725,6.4
2014 - MA,6755124,6077,5.8
2014 - MD,5975346,9565,5.8
2014 - ME,1330256,304,5.6
2014 - MI,9916306,8037,7.3
2014 - MN,5457125,3687,4.2
2014 - MO,6063827,5592,6.1
2014 - MS,2993443,2405,7.5
2014 - MT,1023252,202,4.7
2014 - NC,9940387,8411,6.3
2014 - ND,740040,175,2.7
2014 - NE,1882980,1044,3.3
2014 - NH,1327996,544,4.3
2014 - NJ,8938844,10499,6.8
2014 - NM,2085567,2086,6.7
2014 - NV,2838281,5954,7.9
2014 - NY,19748858,24036,6.3
2014 - OH,11596998,12780,5.8
2014 - OK,3879610,3073,4.5
2014 - OR,3971202,2270,6.8
2014 - PA,12793767,13545,5.9
2014 - RI,1054907,530,7.7
2014 - SC,4829160,4018,6.5
2014 - SD,853304,199,3.4
2014 - TN,6547779,7268,6.6
2014 - TX,26979078,31021,5.1
2014 - UT,2944498,1313,3.8
2014 - VA,8328098,4294,5.2
2014 - VT,626767,72,3.9
2014 - WA,7063166,5641,6.1
2014 - WI,5759432,5101,5.4
2014 - WV,1848751,655,6.6
2014 - WY,584304,53,4.2
2015 - AK,737709,761,6.5
2015 - AL,4853875,4612,6.1
2015 - AR,2977853,2117,5.0
2015 - AZ,6817565,6360,6.1
2015 - CA,38993940,52862,6.2
2015 - CO,5448819,3315,3.9
2015 - CT,3584730,2925,5.7
2015 - DC,670377,3746,6.9
2015 - DE,944076,1240,4.9
2015 - FL,20244914,21137,5.5
2015 - GA,10199398,12545,6.0
2015 - HI,1431603,1203,3.6
2015 - IA,3121997,1050,3.8
2015 - ID,1652828,191,4.1
2015 - IL,12839047,15056,6.0
2015 - IN,6612768,7081,4.8
2015 - KS,2906721,1823,4.2
2015 - KY,4424611,3314,5.3
2015 - LA,4668960,5561,6.3
2015 - MA,6784240,5266,4.8
2015 - MD,5994983,10111,5.1
2015 - ME,1329453,311,4.4
2015 - MI,9917715,7818,5.4
2015 - MN,5482435,3771,3.7
2015 - MO,6076204,6383,5.0
2015 - MS,2989390,2312,6.4
2015 - MT,1032073,210,4.2
2015 - NC,10035186,8821,5.7
2015 - ND,756835,159,2.8
2015 - NE,1893765,994,3.0
2015 - NH,1330111,475,3.4
2015 - NJ,8935421,9729,5.8
2015 - NM,2080328,2485,6.5
2015 - NV,2883758,6287,6.7
2015 - NY,19747183,23879,5.3
2015 - OH,11605090,12617,4.9
2015 - OK,3907414,3018,4.4
2015 - OR,4024634,2163,5.6
2015 - PA,12791904,12965,5.3
2015 - RI,1055607,547,6.0
2015 - SC,4894834,3950,6.0
2015 - SD,857919,215,3.1
2015 - TN,6595056,7499,5.6
2015 - TX,27429639,31924,4.5
2015 - UT,2990632,1329,3.6
2015 - VA,8367587,4459,4.4
2015 - VT,626088,105,3.6
2015 - WA,7160290,5450,5.6
2015 - WI,5767891,5234,4.5
2015 - WV,1841053,783,6.7
2015 - WY,586555,59,4.3
2016 - AK,741522,850,6.9
2016 - AL,4860545,4687,5.8
2016 - AR,2988231,2125,4.0
2016 - AZ,6908642,7045,5.4
2016 - CA,39296476,54789,5.5
2016 - CO,5530105,3525,3.3
2016 - CT,3587685,2711,5.2
2016 - DC,684336,3500,6.1
2016 - DE,952698,1359,4.5
2016 - FL,20656589,20175,4.8
2016 - GA,10313620,12114,5.4
2016 - HI,1428683,985,3.0
2016 - IA,3130869,1150,3.6
2016 - ID,1680026,213,3.8
2016 - IL,12835726,17829,5.8
2016 - IN,6634007,7291,4.4
2016 - KS,2907731,1757,4.1
2016 - KY,4436113,3371,5.1
2016 - LA,4686157,5575,6.1
2016 - MA,6823721,5365,3.9
2016 - MD,6024752,10815,4.5
2016 - ME,1330232,268,3.8
2016 - MI,9933445,7123,5.0
2016 - MN,5525050,3730,3.9
2016 - MO,6091176,6576,4.6
2016 - MS,2985415,2433,5.8
2016 - MT,1038656,268,4.2
2016 - NC,10156689,9336,5.1
2016 - ND,755548,181,3.1
2016 - NE,1907603,946,3.1
2016 - NH,1335015,431,2.9
2016 - NJ,8978416,8940,5.0
2016 - NM,2085432,2737,6.6
2016 - NV,2939254,6338,5.7
2016 - NY,19836286,22310,4.9
2016 - OH,11622554,12574,5.0
2016 - OK,3921207,3174,4.8
2016 - OR,4085989,2307,4.8
2016 - PA,12787085,12314,5.4
2016 - RI,1057566,541,5.2
2016 - SC,4959822,4071,5.0
2016 - SD,861542,274,3.0
2016 - TN,6649404,7829,4.7
2016 - TX,27904862,33298,4.6
2016 - UT,3044321,1528,3.5
2016 - VA,8414380,4826,4.1
2016 - VT,623354,78,3.2
2016 - WA,7280934,5649,5.3
2016 - WI,5772917,4707,4.0
2016 - WV,1828637,720,6.1
2016 - WY,584910,59,5.3
2017 - AK,739786,952,6.9
2017 - AL,4875120,4233,4.4
2017 - AR,3002997,1998,3.7
2017 - AZ,7048876,7440,4.9
2017 - CA,39399349,56625,4.8
2017 - CO,5615902,3868,2.8
2017 - CT,3573880,2813,4.7
2017 - DC,695691,2625,6.1
2017 - DE,957078,1082,4.5
2017 - FL,20976812,18597,4.2
2017 - GA,10413055,9844,4.7
2017 - HI,1424203,1077,2.4
2017 - IA,3143637,1269,3.1
2017 - ID,1718904,222,3.2
2017 - IL,12786196,17731,4.9
2017 - IN,6660082,7035,3.6
2017 - KS,2910689,1633,3.6
2017 - KY,4453874,2967,4.9
2017 - LA,4670818,5385,5.1
2017 - MA,6863246,4874,3.7
2017 - MD,6024891,11189,4.2
2017 - ME,1335063,249,3.4
2017 - MI,9976447,6508,4.6
2017 - MN,5568155,3627,3.4
2017 - MO,6108612,6362,3.7
2017 - MS,2989663,2492,5.1
2017 - MT,1053090,234,4.0
2017 - NC,10270800,9884,4.5
2017 - ND,755176,183,2.7
2017 - NE,1917575,1020,2.9
2017 - NH,1349767,441,2.7
2017 - NJ,8888543,7895,4.6
2017 - NM,2093395,3732,5.9
2017 - NV,2972405,4841,5.0
2017 - NY,19590719,20122,4.7
2017 - OH,11664129,11224,5.0
2017 - OK,3932640,3007,4.2
2017 - OR,4146592,2474,4.1
2017 - PA,12790447,11777,4.9
2017 - RI,1056486,474,4.4
2017 - SC,5021219,3884,4.3
2017 - SD,873286,264,3.2
2017 - TN,6708794,7867,3.8
2017 - TX,28322717,32120,4.3
2017 - UT,3103118,1498,3.3
2017 - VA,8465207,4331,3.7
2017 - VT,624525,100,2.9
2017 - WA,7425432,5386,4.7
2017 - WI,5792051,4370,3.3
2017 - WV,1817048,673,5.2
2017 - WY,578934,98,4.2
2018 - AK,737438,896,6.5
2018 - AL,4887871,4076,3.9
2018 - AR,3013825,1594,3.7
2018 - AZ,7171646,6523,4.7
2018 - CA,39557045,54326,4.2
2018 - CO,5695564,3797,3.2
2018 - CT,3572665,2194,4.2
2018 - DC,702455,2415,5.7
2018 - DE,967171,866,3.8
2018 - FL,21299325,16884,3.6
2018 - GA,10519475,8279,4.0
2018 - HI,1420491,946,2.5
2018 - IA,3156145,932,2.6
2018 - ID,1754208,200,2.9
2018 - IL,12741080,14208,4.3
2018 - IN,6691878,5939,3.5
2018 - KS,2911505,1543,3.3
2018 - KY,4468402,2457,4.4
2018 - LA,4659978,4568,4.9
2018 - MA,6902149,4143,3.4
2018 - MD,6042718,9716,3.9
2018 - ME,1338404,228,3.3
2018 - MI,9995915,5656,4.2
2018 - MN,5611179,2944,2.9
2018 - MO,6126452,5197,3.2
2018 - MS,2986530,1595,4.8
2018 - MT,1062305,269,3.6
2018 - NC,10383620,8423,4.0
2018 - ND,760077,158,2.6
2018 - NE,1929268,756,2.9
2018 - NH,1356458,359,2.6
2018 - NJ,8908520,6364,4.1
2018 - NM,2095428,2830,4.9
2018 - NV,3034392,3862,4.4
2018 - NY,19542209,18187,4.2
2018 - OH,11689442,9185,4.5
2018 - OK,3943079,2791,3.4
2018 - OR,4190713,2549,4.1
2018 - PA,12807060,9848,4.2
2018 - RI,1057315,454,4.0
2018 - SC,5084127,3553,3.5
2018 - SD,882235,262,3.1
2018 - TN,6770010,7190,3.5
2018 - TX,28701845,28256,3.8
2018 - UT,3161105,1236,3.1
2018 - VA,8517685,3604,3.0
2018 - VT,626299,70,2.5
2018 - WA,7535591,5572,4.5
2018 - WI,5813568,3489,3.0
2018 - WV,1805832,572,5.2
2018 - WY,577737,100,3.9
